 |                         fit_name |       quality |   chisq/nDoF                 |
 |       c__24,13_24,24__32,6_32,24 |        8.9002 |   27.00/(  26 -  1) =   1.08 | F=7.21(1132)*10^-3
 |     c2__24,10_24,24__32,10_32,25 |        8.8973 |   21.59/(  26 -  5) =   1.03 | F=2.01(182)*10^-2; dmf=7.188(8077); Ff=4.203(50415); dmi=0.503(293); Fi=-4.147(11524)
 |      c__24,13_24,24__32,12_32,21 |        8.8952 |   14.58/(  17 -  1) =   0.91 | F=2.69(163)*10^-2
 |      c__24,13_24,24__32,15_32,25 |         8.889 |   16.01/(  18 -  1) =   0.94 | F=2.01(182)*10^-2
 |       c__24,12_24,23__32,5_32,25 |        8.8834 |   29.67/(  28 -  1) =   1.10 | F=7.31(913)*10^-3
 |      c__24,12_24,24__32,20_32,25 |        8.8818 |   11.65/(  15 -  1) =   0.83 | F=3.51(190)*10^-2
 |      c__24,12_24,24__32,16_32,23 |        8.8774 |   13.14/(  16 -  1) =   0.88 | F=1.48(180)*10^-2
 |       c__24,13_24,24__32,9_32,23 |        8.8525 |   21.62/(  22 -  1) =   1.03 | F=9.93(1405)*10^-3
 |       c__24,12_24,24__32,5_32,12 |        8.8444 |   14.62/(  17 -  1) =   0.91 | F=4.05(1281)*10^-3
 |       c__24,12_24,24__32,9_32,25 |        8.8347 |   25.71/(  25 -  1) =   1.07 | F=7.89(1350)*10^-3
 |      c__24,13_24,24__32,11_32,16 |        8.8138 |   10.19/(  14 -  1) =   0.78 | F=3.70(189)*10^-2
 |       c__24,12_24,24__32,6_32,24 |        8.8011 |   28.41/(  27 -  1) =   1.09 | F=1.53(1026)*10^-3
 |      c__24,12_24,24__32,14_32,20 |         8.785 |   11.74/(  15 -  1) =   0.84 | F=2.52(181)*10^-2
 |      c__24,12_24,23__32,13_32,20 |        8.7779 |   11.74/(  15 -  1) =   0.84 | F=2.53(182)*10^-2
 |        c__24,12_24,24__32,5_32,9 |        8.7763 |   10.23/(  14 -  1) =   0.79 | F=2.18(161)*10^-2
 |    csrc__24,12_24,24__32,7_32,25 |        8.7708 |   25.76/(  27 -  3) =   1.07 | F=9.44(1097)*10^-3; dmi=1.440(1705); Fi=1.88(2707)*10^2
 |       c__24,12_24,23__32,3_32,11 |        8.7662 |   14.68/(  17 -  1) =   0.92 | F=5.91(1410)*10^-3
 |       c__24,13_24,24__32,4_32,24 |        8.7587 |   29.77/(  28 -  1) =   1.10 | F=9.18(9618)*10^-4
 |      c__24,12_24,23__32,10_32,25 |        8.7457 |   23.07/(  23 -  1) =   1.05 | F=7.74(1368)*10^-3
 |       c__24,13_24,24__32,5_32,13 |        8.7443 |   14.70/(  17 -  1) =   0.92 | F=1.54(1323)*10^-3
 |       c__24,12_24,24__32,4_32,12 |        8.6805 |   16.19/(  18 -  1) =   0.95 | F=-2.24(1178)*10^-3
 |      c__24,12_24,23__32,16_32,24 |        8.6789 |   13.31/(  16 -  1) =   0.89 | F=2.01(169)*10^-2
 |      c__24,13_24,24__32,15_32,23 |        8.6641 |   13.32/(  16 -  1) =   0.89 | F=1.91(195)*10^-2
 |    csrc__24,12_24,23__32,8_32,25 |        8.6635 |   23.14/(  25 -  3) =   1.05 | F=8.19(1371)*10^-3; dmi=2.269(2053); Fi=2.69(5018)*10^5
 |      c2__24,12_24,24__32,7_32,25 |         8.656 |   23.15/(  27 -  5) =   1.05 | F=8.68(1049)*10^-3; dmf=8.900(9813); Ff=2.71(4082)*10^1; dmi=1.731(1920); Fi=1.68(2697)*10^3
 |   csnk__24,12_24,23__32,13_32,26 |        8.6357 |   17.64/(  21 -  3) =   0.98 | F=1.92(180)*10^-2; dmf=0.218(225); Ff=-3.35(361)*10^-2
 |       c__24,13_24,24__32,4_32,13 |        8.6263 |   16.23/(  18 -  1) =   0.95 | F=-4.95(1215)*10^-3
 |       c__24,12_24,24__32,4_32,24 |        8.6253 |   31.21/(  29 -  1) =   1.11 | F=-3.65(883)*10^-3
 |       c__24,13_24,24__32,4_32,22 |        8.5955 |   27.24/(  26 -  1) =   1.09 | F=-1.46(976)*10^-3
 |       c__24,13_24,24__32,3_32,12 |        8.5856 |   16.27/(  18 -  1) =   0.96 | F=-3.91(1271)*10^-3
 |     c2__24,10_24,24__32,12_32,25 |         8.577 |   19.08/(  24 -  5) =   1.00 | F=3.02(199)*10^-2; dmf=7.644(8526); Ff=8.509(100819); dmi=0.482(251); Fi=-4.118(9719)
 |    csrc__24,12_24,23__32,2_32,25 |        8.5742 |   31.25/(  31 -  3) =   1.12 | F=2.80(834)*10^-3; dmi=0.978(442); Fi=-0.228(217)
 |       c__24,12_24,23__32,9_32,23 |        8.5646 |   21.86/(  22 -  1) =   1.04 | F=7.89(1375)*10^-3
 |      c__24,13_24,24__32,11_32,21 |         8.548 |   16.30/(  18 -  1) =   0.96 | F=2.31(161)*10^-2
 |       c__24,12_24,24__32,3_32,24 |        8.5426 |   32.59/(  30 -  1) =   1.12 | F=-7.91(805)*10^-3
 |       c__24,13_24,24__32,8_32,13 |        8.5385 |   10.45/(  14 -  1) =   0.80 | F=9.57(1490)*10^-3
 |   csrc__24,13_24,24__32,13_32,25 |        8.5382 |   16.31/(  20 -  3) =   0.96 | F=2.08(183)*10^-2; dmi=5.534(117); Fi=-7.38(426)*10^30
 |       c__24,13_24,24__32,9_32,24 |        8.5305 |   23.25/(  23 -  1) =   1.06 | F=1.17(140)*10^-2
 |       c__24,12_24,23__32,6_32,13 |        8.5286 |   13.44/(  16 -  1) =   0.90 | F=5.89(1291)*10^-3
 |      c__24,12_24,23__32,11_32,21 |        8.5264 |   16.32/(  18 -  1) =   0.96 | F=2.36(162)*10^-2
 |      c__24,12_24,23__32,10_32,24 |        8.5147 |   21.90/(  22 -  1) =   1.04 | F=8.16(1369)*10^-3
 |      c__24,12_24,24__32,12_32,17 |        8.5137 |   11.98/(  15 -  1) =   0.86 | F=3.10(183)*10^-2
 |      c__24,12_24,23__32,11_32,26 |        8.4865 |   23.29/(  23 -  1) =   1.06 | F=1.44(145)*10^-2
 |       c__24,12_24,23__32,7_32,18 |        8.4856 |   19.16/(  20 -  1) =   1.01 | F=3.59(1164)*10^-3
 |      c__24,12_24,24__32,13_32,26 |         8.441 |   21.96/(  22 -  1) =   1.05 | F=8.41(1486)*10^-3
 |       c__24,12_24,23__32,5_32,23 |        8.4297 |   27.38/(  26 -  1) =   1.10 | F=-7.77(10674)*10^-4
 |      c__24,13_24,24__32,13_32,20 |        8.4283 |   12.05/(  15 -  1) =   0.86 | F=2.42(190)*10^-2
 |       c__24,12_24,24__32,2_32,11 |        8.4056 |   17.83/(  19 -  1) =   0.99 | F=3.46(1379)*10^-3
 |      c2__24,12_24,23__32,7_32,25 |        8.3921 |   22.00/(  26 -  5) =   1.05 | F=1.47(110)*10^-2; dmf=0.369(307); Ff=-3.22(301)*10^-2; dmi=3.124(614); Fi=3.99(598)*10^7
 |        c__24,12_24,23__32,3_32,9 |        8.3891 |   12.09/(  15 -  1) =   0.86 | F=1.45(152)*10^-2
 |      c__24,12_24,23__32,13_32,17 |        8.3885 |    9.05/(  13 -  1) =   0.75 | F=2.64(189)*10^-2
 |       c__24,13_24,24__32,6_32,22 |        8.3873 |   24.72/(  24 -  1) =   1.07 | F=4.89(1144)*10^-3
 |       c__24,12_24,24__32,7_32,11 |        8.3797 |   10.60/(  14 -  1) =   0.82 | F=1.24(147)*10^-2
 |       c__24,13_24,24__32,7_32,12 |         8.372 |   10.60/(  14 -  1) =   0.82 | F=7.29(1396)*10^-3
 |       c__24,12_24,23__32,7_32,12 |        8.3671 |   10.61/(  14 -  1) =   0.82 | F=9.85(1314)*10^-3
 |   csrc__24,10_24,24__32,12_32,25 |        8.3639 |   22.02/(  24 -  3) =   1.05 | F=3.46(228)*10^-2; dmi=0.402(250); Fi=-2.143(4862)
 |      c__24,12_24,24__32,19_32,25 |        8.3551 |   13.59/(  16 -  1) =   0.91 | F=2.37(171)*10^-2
 |      c__24,12_24,24__32,15_32,19 |        8.3551 |    9.08/(  13 -  1) =   0.76 | F=2.78(198)*10^-2
 |      c__24,12_24,23__32,14_32,18 |        8.3543 |    9.08/(  13 -  1) =   0.76 | F=2.53(182)*10^-2
 |      c__24,12_24,23__32,12_32,21 |         8.323 |   15.06/(  17 -  1) =   0.94 | F=2.64(163)*10^-2
 |        c__24,12_24,24__32,1_32,5 |        8.3224 |   10.65/(  14 -  1) =   0.82 | F=1.81(155)*10^-2
 |       c__24,12_24,24__32,7_32,15 |        8.3222 |   16.49/(  18 -  1) =   0.97 | F=2.25(1258)*10^-3
 |       c__24,12_24,24__32,7_32,17 |        8.3188 |   19.30/(  20 -  1) =   1.02 | F=8.32(11319)*10^-4
 |       c__24,12_24,23__32,8_32,13 |        8.3111 |   10.66/(  14 -  1) =   0.82 | F=1.27(141)*10^-2
 |       c__24,12_24,23__32,2_32,12 |        8.2961 |   17.92/(  19 -  1) =   1.00 | F=1.55(11915)*10^-4
 |       c__24,12_24,23__32,8_32,22 |        8.2958 |   22.08/(  22 -  1) =   1.05 | F=4.00(1103)*10^-3
 |      c__24,12_24,23__32,11_32,16 |        8.2754 |   10.69/(  14 -  1) =   0.82 | F=3.58(188)*10^-2
 |        c__24,12_24,24__32,1_32,7 |        8.2743 |   13.66/(  16 -  1) =   0.91 | F=1.22(152)*10^-2
 |        c__24,13_24,24__32,3_32,7 |        8.2713 |    9.16/(  13 -  1) =   0.76 | F=1.97(164)*10^-2
 |        c__24,12_24,23__32,3_32,7 |        8.2459 |    9.18/(  13 -  1) =   0.77 | F=2.13(160)*10^-2
 |       c__24,13_24,24__32,9_32,13 |        8.2176 |    9.21/(  13 -  1) =   0.77 | F=2.39(197)*10^-2
 |      c__24,13_24,24__32,14_32,18 |        8.2158 |    9.21/(  13 -  1) =   0.77 | F=2.34(193)*10^-2
 |      c__24,10_24,24__32,13_32,23 |        8.2138 |   20.77/(  21 -  1) =   1.04 | F=-9.14(1320)*10^-3
 |     c2__24,12_24,24__32,12_32,25 |        8.2115 |   16.58/(  22 -  5) =   0.98 | F=2.44(169)*10^-2; dmf=6.688(7590); Ff=3.343(41922); dmi=1.708(887); Fi=-1.91(1815)*10^6
 |       c__24,12_24,23__32,4_32,12 |        8.1897 |   15.18/(  17 -  1) =   0.95 | F=-2.57(11947)*10^-4
 |       c__24,12_24,23__32,5_32,12 |        8.1789 |   13.74/(  16 -  1) =   0.92 | F=5.63(1292)*10^-3
 |      c__24,13_24,24__32,13_32,17 |        8.1713 |    9.26/(  13 -  1) =   0.77 | F=2.36(196)*10^-2
 |       c__24,12_24,23__32,4_32,22 |        8.1584 |   27.61/(  26 -  1) =   1.10 | F=-3.14(945)*10^-3
 |       c__24,12_24,23__32,3_32,23 |        8.1496 |   30.28/(  28 -  1) =   1.12 | F=-7.72(895)*10^-3
 |        c__24,13_24,24__32,3_32,9 |        8.1275 |   12.32/(  15 -  1) =   0.88 | F=1.19(153)*10^-2
 |      c__24,12_24,23__32,14_32,21 |        8.1269 |   12.32/(  15 -  1) =   0.88 | F=1.99(168)*10^-2
 |      c__24,12_24,24__32,12_32,16 |        8.1138 |   10.84/(  14 -  1) =   0.83 | F=3.58(189)*10^-2
 |      c__24,12_24,24__32,19_32,24 |        8.1115 |   12.34/(  15 -  1) =   0.88 | F=2.37(171)*10^-2
 |       c__24,12_24,23__32,7_32,21 |        8.1078 |   22.23/(  22 -  1) =   1.06 | F=4.99(1143)*10^-3
 |        c__24,12_24,24__32,3_32,8 |        8.0909 |   12.35/(  15 -  1) =   0.88 | F=1.54(156)*10^-2
 |       c__24,12_24,24__32,8_32,18 |         8.088 |   19.49/(  20 -  1) =   1.03 | F=1.71(1147)*10^-3
 |      c__24,12_24,24__32,12_32,20 |        8.0729 |   15.28/(  17 -  1) =   0.95 | F=3.00(177)*10^-2
 |      c__24,12_24,24__32,16_32,22 |        8.0628 |   12.38/(  15 -  1) =   0.88 | F=1.77(183)*10^-2
 |      c__24,12_24,24__32,18_32,24 |        8.0541 |   13.85/(  16 -  1) =   0.92 | F=2.06(169)*10^-2
 |      c__24,13_24,24__32,12_32,20 |        8.0328 |   13.87/(  16 -  1) =   0.92 | F=3.30(179)*10^-2
 |       c__24,12_24,23__32,1_32,11 |        8.0127 |   18.16/(  19 -  1) =   1.01 | F=1.33(12700)*10^-4
 |      c__24,12_24,24__32,10_32,24 |        8.0118 |   23.68/(  23 -  1) =   1.08 | F=8.24(1369)*10^-3
 |       c__24,12_24,24__32,5_32,23 |        8.0055 |   29.07/(  27 -  1) =   1.12 | F=-3.99(1038)*10^-3
 |      c__24,12_24,23__32,18_32,25 |        7.9989 |   13.90/(  16 -  1) =   0.93 | F=1.81(169)*10^-2
 |       c__24,13_24,24__32,2_32,12 |        7.9874 |   18.18/(  19 -  1) =   1.01 | F=-3.58(12448)*10^-4
 |       c__24,13_24,24__32,6_32,13 |        7.9773 |   13.92/(  16 -  1) =   0.93 | F=3.43(1340)*10^-3
 |    csrc__24,10_24,24__32,9_32,25 |        7.9714 |   26.42/(  27 -  3) =   1.10 | F=4.50(404)*10^-2; dmi=0.123(114); Fi=-0.167(90)
 |      c__24,12_24,23__32,20_32,25 |        7.9636 |   10.98/(  14 -  1) =   0.84 | F=3.26(192)*10^-2
 |      c__24,12_24,23__32,21_32,25 |        7.9557 |    9.46/(  13 -  1) =   0.79 | F=3.33(192)*10^-2
 |      c__24,12_24,23__32,15_32,22 |        7.9385 |   12.49/(  15 -  1) =   0.89 | F=1.97(179)*10^-2
 |       c__24,12_24,24__32,6_32,12 |        7.9338 |   13.96/(  16 -  1) =   0.93 | F=5.11(1287)*10^-3
 |      c__24,12_24,24__32,15_32,21 |        7.9213 |   12.51/(  15 -  1) =   0.89 | F=2.12(186)*10^-2
 |       c__24,13_24,24__32,5_32,24 |        7.9191 |   29.14/(  27 -  1) =   1.12 | F=5.57(1126)*10^-3
 |       c__24,12_24,24__32,1_32,10 |        7.9008 |   18.26/(  19 -  1) =   1.01 | F=-1.36(1254)*10^-3
 |      c__24,13_24,24__32,16_32,24 |        7.8975 |   13.99/(  16 -  1) =   0.93 | F=2.42(186)*10^-2
 |   csrc__24,12_24,24__32,12_32,25 |        7.8949 |   19.66/(  22 -  3) =   1.03 | F=2.18(186)*10^-2; dmi=0.812(19818); Fi=9.747(2089687)
 |       c__24,12_24,23__32,9_32,13 |        7.8939 |    9.52/(  13 -  1) =   0.79 | F=2.72(196)*10^-2
 |        c__24,12_24,24__32,4_32,9 |        7.8833 |   12.54/(  15 -  1) =   0.90 | F=1.35(151)*10^-2
 |       c__24,13_24,24__32,6_32,21 |        7.8535 |   23.82/(  23 -  1) =   1.08 | F=4.00(1148)*10^-3
 |       c__24,12_24,24__32,9_32,22 |        7.8524 |   22.45/(  22 -  1) =   1.07 | F=7.51(1380)*10^-3
 |    csrc__24,12_24,23__32,3_32,25 |        7.8507 |   30.53/(  30 -  3) =   1.13 | F=4.59(865)*10^-3; dmi=1.695(1093); Fi=-3.970(16148)
 |     c2__24,12_24,24__32,13_32,25 |        7.8458 |   15.47/(  21 -  5) =   0.97 | F=3.32(153)*10^-2; dmf=2.062(1486); Ff=3.55(492)*10^-2; dmi=1.960(1809); Fi=-9.93(20)*10^1
 |       c__24,12_24,24__32,3_32,23 |        7.8418 |   31.86/(  29 -  1) =   1.14 | F=-1.06(87)*10^-2
 |      c__24,13_24,24__32,15_32,22 |        7.8229 |   12.59/(  15 -  1) =   0.90 | F=2.07(196)*10^-2
 |      c__24,12_24,24__32,11_32,20 |        7.8151 |   16.92/(  18 -  1) =   1.00 | F=2.55(174)*10^-2
 |        c__24,12_24,24__32,1_32,9 |         7.812 |   16.92/(  18 -  1) =   1.00 | F=6.83(1441)*10^-3
 |       c__24,12_24,24__32,4_32,22 |        7.8059 |   29.24/(  27 -  1) =   1.12 | F=-6.54(907)*10^-3
 |       c__24,12_24,23__32,6_32,22 |         7.801 |   25.22/(  24 -  1) =   1.10 | F=1.59(1080)*10^-3
 |       c__24,13_24,24__32,7_32,17 |        7.7862 |   18.35/(  19 -  1) =   1.02 | F=4.85(1205)*10^-3
 |      c__24,13_24,24__32,14_32,21 |        7.7832 |   12.63/(  15 -  1) =   0.90 | F=1.83(176)*10^-2
 |       c__24,10_24,24__32,3_32,13 |        7.7773 |   22.52/(  22 -  1) =   1.07 | F=-1.15(110)*10^-2
 |      c__24,12_24,23__32,15_32,26 |         7.768 |   18.37/(  19 -  1) =   1.02 | F=1.06(161)*10^-2
 |      c__24,12_24,24__32,10_32,23 |        7.7602 |   22.53/(  22 -  1) =   1.07 | F=6.12(1383)*10^-3
 |       c__24,13_24,24__32,5_32,22 |        7.7551 |   26.61/(  25 -  1) =   1.11 | F=3.20(1137)*10^-3
 |       c__24,13_24,24__32,9_32,25 |        7.7506 |   25.26/(  24 -  1) =   1.10 | F=1.02(139)*10^-2
 |       c__24,13_24,24__32,3_32,11 |        7.7385 |   15.57/(  17 -  1) =   0.97 | F=1.25(1413)*10^-3
 |       c__24,13_24,24__32,3_32,22 |        7.7274 |   29.31/(  27 -  1) =   1.13 | F=-4.81(947)*10^-3
 |      c__24,12_24,23__32,19_32,25 |        7.7257 |   12.68/(  15 -  1) =   0.91 | F=2.17(172)*10^-2
 |       c__24,13_24,24__32,1_32,11 |        7.7206 |   18.41/(  19 -  1) =   1.02 | F=-1.10(1268)*10^-3
 |      c__24,13_24,24__32,10_32,23 |        7.7172 |   21.19/(  21 -  1) =   1.06 | F=9.23(1409)*10^-3
 |       c__24,12_24,24__32,5_32,11 |        7.7084 |   14.15/(  16 -  1) =   0.94 | F=8.81(1459)*10^-3
 |      c__24,13_24,24__32,12_32,17 |        7.7031 |   11.22/(  14 -  1) =   0.86 | F=3.27(184)*10^-2
 |      c__24,12_24,24__32,14_32,26 |        7.6967 |   21.21/(  21 -  1) =   1.06 | F=8.71(1487)*10^-3
 |       c__24,12_24,24__32,6_32,22 |        7.6921 |   26.66/(  25 -  1) =   1.11 | F=-1.34(1052)*10^-3
 |       c__24,12_24,24__32,4_32,11 |        7.6526 |   15.64/(  17 -  1) =   0.98 | F=3.09(1382)*10^-3
 |      c__24,12_24,23__32,18_32,24 |        7.6472 |   12.75/(  15 -  1) =   0.91 | F=1.92(170)*10^-2
 |      c__24,12_24,24__32,18_32,23 |        7.6209 |   12.77/(  15 -  1) =   0.91 | F=1.40(181)*10^-2
 |     c2__24,13_24,24__32,13_32,25 |        7.5829 |   14.27/(  20 -  5) =   0.95 | F=-2.466(223); dmf=7.211(6344); Ff=5.540(35485); dmi=2.57(956)*10^-4; Fi=2.494(223)
 |      c__24,12_24,23__32,20_32,24 |        7.5767 |    9.82/(  13 -  1) =   0.82 | F=3.42(192)*10^-2
 |      c__24,12_24,23__32,12_32,17 |        7.5685 |   11.34/(  14 -  1) =   0.87 | F=3.27(185)*10^-2
 |   csnk__24,13_24,24__32,13_32,26 |        7.5647 |   18.55/(  21 -  3) =   1.03 | F=1.14(164)*10^-2; dmf=6.906(7778); Ff=4.366(47452)
 |     c2__24,12_24,23__32,13_32,25 |        7.5636 |   14.28/(  20 -  5) =   0.95 | F=1.75(318)*10^-2; dmf=2.079(1571); Ff=-7.08(1795)*10^-2; dmi=0.755(48001); Fi=-0.488(903226)
 |       c__24,12_24,24__32,8_32,21 |        7.5562 |   22.71/(  22 -  1) =   1.08 | F=1.50(1127)*10^-3
 |       c__24,12_24,23__32,8_32,12 |        7.5537 |    9.85/(  13 -  1) =   0.82 | F=1.47(143)*10^-2
 |       c__24,13_24,24__32,8_32,18 |        7.5534 |   18.56/(  19 -  1) =   1.03 | F=6.98(1269)*10^-3
 |      c2__24,13_24,24__32,7_32,25 |        7.5505 |   22.71/(  26 -  5) =   1.08 | F=1.22(131)*10^-2; dmf=8.049(8929); Ff=1.18(1433)*10^1; dmi=1.064(1581); Fi=8.349(130821)
e|       c__24,10_24,24__32,6_32,24 |        7.5486 |   32.12/(  29 -  1) =   1.15 | F=-3.27(966)*10^-3
 |       c__24,13_24,24__32,4_32,21 |        7.5461 |   26.79/(  25 -  1) =   1.12 | F=-2.14(981)*10^-3
 |      c__24,13_24,24__32,21_32,25 |        7.5456 |    9.85/(  13 -  1) =   0.82 | F=3.25(201)*10^-2
 |    csrc__24,13_24,24__32,7_32,25 |        7.5441 |   25.44/(  26 -  3) =   1.11 | F=1.25(132)*10^-2; dmi=1.020(1515); Fi=6.750(99852)
 |       c__24,13_24,24__32,7_32,20 |        7.5409 |   21.35/(  21 -  1) =   1.07 | F=7.75(1190)*10^-3
 |        c__24,12_24,23__32,5_32,9 |        7.5362 |    9.86/(  13 -  1) =   0.82 | F=2.25(161)*10^-2
 |       c__24,12_24,24__32,3_32,10 |        7.5036 |   15.77/(  17 -  1) =   0.99 | F=2.62(1382)*10^-3
 |      c__24,12_24,23__32,25_32,29 |        7.4892 |    8.36/(  12 -  1) =   0.76 | F=4.03(228)*10^-2
 |       c__24,13_24,24__32,8_32,21 |        7.4775 |   21.40/(  21 -  1) =   1.07 | F=7.15(1231)*10^-3
 |      c__24,13_24,24__32,11_32,15 |        7.4587 |    9.94/(  13 -  1) =   0.83 | F=3.18(215)*10^-2
 |       c__24,13_24,24__32,8_32,12 |        7.4578 |    9.94/(  13 -  1) =   0.83 | F=1.34(158)*10^-2
 |      c__24,12_24,23__32,12_32,26 |        7.4576 |   22.79/(  22 -  1) =   1.09 | F=1.61(147)*10^-2
 |       c__24,12_24,24__32,6_32,25 |        7.4523 |   30.88/(  28 -  1) =   1.14 | F=8.88(913)*10^-3
 |      c__24,12_24,23__32,16_32,23 |        7.4478 |   12.93/(  15 -  1) =   0.92 | F=1.60(182)*10^-2
 |       c__24,12_24,23__32,4_32,11 |        7.4458 |   14.39/(  16 -  1) =   0.96 | F=6.45(1414)*10^-3
 |      c__24,10_24,24__32,13_32,24 |        7.4251 |   22.82/(  22 -  1) =   1.09 | F=-4.90(1287)*10^-3
 |      c__24,13_24,24__32,11_32,20 |         7.424 |   15.84/(  17 -  1) =   0.99 | F=2.77(175)*10^-2
 |       c__24,13_24,24__32,9_32,22 |         7.419 |   21.45/(  21 -  1) =   1.07 | F=1.07(142)*10^-2
 |       c__24,12_24,24__32,5_32,24 |         7.419 |   30.91/(  28 -  1) =   1.14 | F=-9.50(10139)*10^-4
 |      c__24,13_24,24__32,16_32,23 |        7.4088 |   12.97/(  15 -  1) =   0.93 | F=1.80(196)*10^-2
 |      c__24,13_24,24__32,10_32,24 |        7.3874 |   22.85/(  22 -  1) =   1.09 | F=1.10(140)*10^-2
 |       c__24,12_24,24__32,7_32,20 |        7.3826 |   22.86/(  22 -  1) =   1.09 | F=2.62(1114)*10^-3
 |       c__24,13_24,24__32,4_32,18 |        7.3778 |   24.23/(  23 -  1) =   1.10 | F=-3.65(1014)*10^-3
 |      c__24,12_24,24__32,25_32,29 |        7.3738 |   10.02/(  13 -  1) =   0.83 | F=3.20(219)*10^-2
 |      c__24,12_24,23__32,11_32,15 |        7.3697 |   10.02/(  13 -  1) =   0.84 | F=2.94(204)*10^-2
 |     c2__24,12_24,23__32,12_32,25 |        7.3679 |   15.89/(  21 -  5) =   0.99 | F=2.95(177)*10^-2; dmf=0.295(294); Ff=-2.78(338)*10^-2; dmi=3.080(1921); Fi=7.31(2)*10^2
 |       c__24,10_24,24__32,3_32,12 |        7.3578 |   21.51/(  21 -  1) =   1.08 | F=-1.03(110)*10^-2
 |      c__24,12_24,24__32,18_32,25 |        7.3441 |   15.91/(  17 -  1) =   0.99 | F=1.97(169)*10^-2
 |      c__24,13_24,24__32,20_32,25 |         7.343 |   11.55/(  14 -  1) =   0.89 | F=3.30(201)*10^-2
 |       c__24,13_24,24__32,6_32,18 |        7.3429 |   21.52/(  21 -  1) =   1.08 | F=3.25(1188)*10^-3
 |      c__24,12_24,24__32,25_32,30 |        7.3351 |   11.56/(  14 -  1) =   0.89 | F=2.76(216)*10^-2
 |       c__24,12_24,24__32,7_32,14 |         7.319 |   15.94/(  17 -  1) =   1.00 | F=1.52(1262)*10^-3
 |      c__24,12_24,23__32,14_32,20 |        7.3093 |   11.58/(  14 -  1) =   0.89 | F=2.59(182)*10^-2
 |        c__24,13_24,24__32,5_32,9 |        7.3089 |   10.08/(  13 -  1) =   0.84 | F=2.06(164)*10^-2
 |       c__24,12_24,23__32,5_32,11 |        7.3009 |   13.06/(  15 -  1) =   0.93 | F=1.16(148)*10^-2
 |       c__24,13_24,24__32,1_32,18 |        7.2942 |   28.36/(  26 -  1) =   1.13 | F=-7.01(934)*10^-3
 |      c__24,12_24,23__32,12_32,20 |        7.2799 |   14.54/(  16 -  1) =   0.97 | F=3.15(178)*10^-2
 |      c__24,13_24,24__32,16_32,25 |        7.2792 |   15.97/(  17 -  1) =   1.00 | F=1.97(183)*10^-2
 |      c__24,13_24,24__32,20_32,24 |        7.2764 |   10.11/(  13 -  1) =   0.84 | F=3.57(202)*10^-2
 |      c__24,12_24,23__32,11_32,20 |        7.2677 |   15.98/(  17 -  1) =   1.00 | F=2.75(175)*10^-2
 |      c2__24,12_24,23__32,4_32,25 |        7.2664 |   27.04/(  29 -  5) =   1.13 | F=5.10(1902)*10^-3; dmf=0.435(288); Ff=-4.51(279)*10^-2; dmi=0.185(384); Fi=1.57(427)*10^-2
 |      c__24,12_24,24__32,10_32,25 |        7.2496 |   25.70/(  24 -  1) =   1.12 | F=7.70(1368)*10^-3
 |      c__24,13_24,24__32,12_32,16 |        7.2477 |   10.14/(  13 -  1) =   0.84 | F=3.74(190)*10^-2
 |       c__24,13_24,24__32,5_32,12 |        7.2415 |   14.57/(  16 -  1) =   0.97 | F=2.94(1378)*10^-3
 |      c__24,12_24,24__32,15_32,20 |        7.2224 |   11.66/(  14 -  1) =   0.90 | F=2.74(198)*10^-2
 |      c2__24,12_24,23__32,8_32,25 |        7.2208 |   21.63/(  25 -  5) =   1.08 | F=3.22(586)*10^-2; dmf=0.339(286); Ff=-3.82(335)*10^-2; dmi=0.104(375); Fi=-3.73(623)*10^-2
 |       c__24,12_24,23__32,3_32,10 |        7.2175 |   14.59/(  16 -  1) =   0.97 | F=5.74(1411)*10^-3
 |       c__24,12_24,23__32,2_32,11 |         7.193 |   17.47/(  18 -  1) =   1.03 | F=5.22(1410)*10^-3
 |       c__24,12_24,24__32,4_32,18 |        7.1591 |   25.78/(  24 -  1) =   1.12 | F=-8.33(942)*10^-3
 |      c__24,12_24,23__32,10_32,23 |        7.1529 |   21.69/(  21 -  1) =   1.08 | F=7.13(1387)*10^-3
 |      c__24,13_24,24__32,14_32,20 |        7.1469 |   11.73/(  14 -  1) =   0.90 | F=2.56(192)*10^-2
 |    csrc__24,12_24,23__32,9_32,25 |        7.1374 |   23.08/(  24 -  3) =   1.10 | F=7.73(1367)*10^-3; dmi=5.686(384); Fi=2.66(0)*10^21
 |       c__24,13_24,24__32,4_32,12 |        7.1276 |   16.11/(  17 -  1) =   1.01 | F=-3.60(1273)*10^-3
 |      c__24,12_24,23__32,22_32,26 |        7.1201 |   10.26/(  13 -  1) =   0.85 | F=3.46(198)*10^-2
 |       c__24,13_24,24__32,3_32,18 |        7.1151 |   25.82/(  24 -  1) =   1.12 | F=-6.87(981)*10^-3
 |       c__24,13_24,24__32,7_32,11 |        7.1117 |   10.27/(  13 -  1) =   0.86 | F=1.06(151)*10^-2
 |    csrc__24,12_24,24__32,8_32,25 |        7.1115 |   25.83/(  26 -  3) =   1.12 | F=1.12(94)*10^-2; dmi=2.150(1841); Fi=1.79(20000)*10^-2
 |      c__24,12_24,24__32,19_32,23 |        7.1082 |   11.77/(  14 -  1) =   0.91 | F=1.83(186)*10^-2
 |       c__24,12_24,23__32,7_32,17 |         7.083 |   18.97/(  19 -  1) =   1.05 | F=2.74(1180)*10^-3
